date,country,n,score
2023-06-02,Sweden,2162,0.5844744246068455
2023-06-03,Sweden,997,0.5963105727181545
2023-06-04,Sweden,1517,0.6068961311799604
2023-06-06,Sweden,2348,0.614312442504259
2023-06-07,Sweden,625,0.5988773407999999
2023-06-08,Sweden,3101,0.5882040725572396
2023-06-09,Sweden,2304,0.5921919262152778
2023-06-10,Sweden,1717,0.5924834700058241
2023-06-11,Sweden,1650,0.587580170909091
2023-06-12,Sweden,1494,0.5906855836680054
2023-06-13,Sweden,5061,0.5957048241454258
2023-06-14,Sweden,3011,0.6181947545665891
2023-06-15,Sweden,4767,0.6015523654289909
2023-06-16,Sweden,736,0.6092179402173913
2023-06-17,Sweden,2668,0.6344265487256371
2021-01-01,Sweden,5049,0.6269512055852644
2021-01-02,Sweden,5932,0.5942025062373567
2021-01-03,Sweden,4989,0.5895010270595309
2021-01-04,Sweden,5583,0.5773590069854916
2021-01-05,Sweden,5701,0.5897708484476408
2021-01-06,Sweden,6093,0.5763321468898737
2021-01-07,Sweden,5733,0.5725014231641375
2021-01-08,Sweden,5933,0.5880507203775492
2021-01-09,Sweden,5929,0.5868448336987688
2021-01-10,Sweden,5403,0.5932832431982232
2021-01-11,Sweden,4038,0.578215381872214
2021-01-12,Sweden,5138,0.5809320021409108
2021-01-13,Sweden,5215,0.5848008690316395
2021-01-14,Sweden,5476,0.5793348548210372
2021-01-15,Sweden,5823,0.6006149277004981
2021-01-16,Sweden,5719,0.5971346997726875
2021-01-17,Sweden,5253,0.5915319514563107
2021-01-18,Sweden,4723,0.5753452117298328
2021-01-19,Sweden,4897,0.5846022201347764
2021-01-20,Sweden,1806,0.5974089595791806
2021-01-21,Sweden,4479,0.5809104143782094
2021-01-22,Sweden,5343,0.6029464029571402
2021-01-23,Sweden,5173,0.5883978494104002
2021-01-24,Sweden,5077,0.5960006594445538
2021-01-25,Sweden,3965,0.5936611008827238
2021-01-26,Sweden,4653,0.5868770309477757
2021-01-27,Sweden,4889,0.5835053869912047
2021-01-28,Sweden,5120,0.5870417566406251
2021-01-29,Sweden,5380,0.6085421604089221
2021-01-30,Sweden,5378,0.594840402380067
2021-01-31,Sweden,4755,0.5941346988433228
2021-02-01,Sweden,4515,0.5909562062015504
2021-02-02,Sweden,4954,0.5882841804602341
2021-02-03,Sweden,5183,0.5887482635539262
2021-02-04,Sweden,5403,0.5876479465111974
2021-02-05,Sweden,5473,0.597443986296364
2021-02-06,Sweden,6360,0.5925711001572327
2021-02-07,Sweden,5229,0.5889944346911455
2021-02-08,Sweden,4673,0.5840296670233255
2021-02-09,Sweden,4747,0.585295357278281
2021-02-10,Sweden,5188,0.5859880171549731
2021-02-11,Sweden,4804,0.5976866053288925
2021-02-12,Sweden,5970,0.6000867492462311
2021-02-13,Sweden,5727,0.5948758438973284
2021-02-14,Sweden,5229,0.6101766266972652
2021-02-15,Sweden,4598,0.5943632916485428
2021-02-16,Sweden,5190,0.583876301734104
2021-02-17,Sweden,4801,0.5874047196417413
2021-02-18,Sweden,4733,0.5935792505810269
2021-02-19,Sweden,5563,0.5931688952004315
2021-02-20,Sweden,6380,0.5967869945141066
2021-02-21,Sweden,4925,0.5757623770558375
2021-02-22,Sweden,4687,0.5801606477490932
2021-02-23,Sweden,4641,0.5934756255117432
2021-02-24,Sweden,4838,0.5859553544853245
2021-02-25,Sweden,5063,0.579283008295477
2021-02-26,Sweden,5032,0.5971030842607313
2021-02-27,Sweden,5780,0.6018587787197233
2021-02-28,Sweden,4888,0.5894214322831424
2021-03-01,Sweden,4553,0.5907048499890183
2021-03-02,Sweden,4418,0.5840032541874152
2021-03-03,Sweden,4739,0.5849094266722936
2021-03-04,Sweden,4741,0.5699786222315968
2021-03-05,Sweden,5876,0.6014477484683458
2021-03-06,Sweden,5857,0.5902167374082294
2021-03-07,Sweden,5592,0.5757893683834049
2021-03-08,Sweden,4359,0.5943488063776096
2021-03-09,Sweden,4511,0.5713291538461538
2021-03-10,Sweden,4708,0.5853122797366185
2021-03-11,Sweden,5011,0.5731644530033926
2021-03-12,Sweden,5662,0.606103187389615
2021-03-13,Sweden,6610,0.5982374928895613
2021-03-14,Sweden,4655,0.5866017527389903
2021-03-15,Sweden,4202,0.5882092291765826
2021-03-16,Sweden,4596,0.5830823150565709
2021-03-17,Sweden,4490,0.5807142561247216
2021-03-18,Sweden,4869,0.5796993573629081
2021-03-19,Sweden,2859,0.5923551136761106
2021-03-20,Sweden,5333,0.5973376722295144
